LOC,LLOC,SLOC,Comments,Single comments,Multi,Blank,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,McCabe_max,McCabe_sum,path
347,206,260,34,27,15,45,18,127,95,171,145,266,962.6216052460267,1909.8558179439726,12.118110236220472,23143.84333713208,1285.7690742851155,0.6366186059813242,12.0,90.0,src\acquisition\quidel\quidel.py
97,44,65,16,16,0,16,6,20,11,22,26,33,101.94833690207419,155.11451069865606,3.3,511.877885305565,28.43766029475361,0.05170483689955202,10.0,12.0,src\server\endpoints\sensors.py
279,107,173,16,13,59,34,11,31,20,34,42,54,191.63383342700342,291.18514083005306,6.032258064516129,1756.5039140393524,97.58355077996401,0.09706171361001768,7.0,22.0,src\acquisition\cdcp\cdc_upload.py
274,194,186,15,13,18,57,10,41,34,58,51,92,252.87891313821507,521.8631314613776,7.073170731707317,3691.227027409744,205.06816818943022,0.17395437715379256,5.0,71.0,src\server\_printer.py
301,134,204,28,25,38,34,13,55,32,63,68,95,366.08050057969047,578.3089699187823,7.445454545454545,4305.7731487589335,239.20961937549632,0.19276965663959408,10.0,33.0,src\acquisition\paho\paho_db_update.py
83,50,55,7,9,3,16,6,16,10,17,22,27,79.50977500432694,120.40465370320703,3.1875,383.7898336789724,21.321657426609576,0.04013488456773568,5.0,6.0,src\maintenance\covidcast_meta_cache_updater.py
440,255,272,31,35,36,97,18,129,101,173,147,274,979.5069659755613,1972.7102224851637,12.069767441860465,23810.153615576743,1322.7863119764856,0.6575700741617212,19.0,86.0,src\acquisition\covidcast\csv_importer.py
135,73,107,10,10,0,18,10,28,17,34,38,51,167.82521876648653,267.64430318562285,6.071428571428571,1624.9832693412816,90.27684829673787,0.08921476772854095,10.0,31.0,src\server\_limiter.py
513,242,297,45,43,84,89,12,54,31,58,66,89,353.78347512548123,537.9510766229024,6.444444444444445,3466.795827125371,192.59976817363173,0.17931702554096746,13.0,48.0,src\server\covidcast_issues_migration\proc_db_backups_pd.py
73,40,59,0,0,0,14,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,1.5,0.009,3.0,8.0,src\maintenance\remove_outdated_keys.py
295,124,169,27,27,61,38,8,36,22,44,44,66,210.11730005192322,360.3224868300616,4.888888888888889,1761.5766022803014,97.86536679335008,0.12010749561002054,12.0,42.0,src\acquisition\covid_hosp\common\database.py
157,8,148,2,2,0,7,1,4,2,4,5,6,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725,1.0,1.0,src\acquisition\wiki\wiki_util.py
344,129,165,28,35,84,60,10,22,13,23,32,36,131.32677655889415,180.0,5.2272727272727275,940.909090909091,52.27272727272728,0.06,7.0,34.0,src\acquisition\fluview\impute_missing_values.py
92,57,77,2,2,0,13,6,27,20,40,33,60,143.89173756274062,302.6636471615072,4.444444444444445,1345.1717651622541,74.73176473123634,0.10088788238716906,18.0,30.0,scripts\report_missing_covidcast_meta.py
173,58,73,11,11,64,25,4,9,5,9,13,14,36.52932501298081,51.80615605397529,2.0,103.61231210795059,5.75623956155281,0.01726871868465843,7.0,11.0,src\acquisition\nidss\taiwan_update.py
727,437,495,119,154,12,66,12,228,163,333,240,496,1828.918473238215,3921.817735421825,8.763157894736842,34367.50804988073,1909.3060027711517,1.3072725784739416,12.0,171.0,src\client\delphi_epidata.py
29,16,19,2,2,0,8,1,6,3,6,7,9,15.509775004326936,25.26619429851844,0.5,12.63309714925922,0.701838730514401,0.008422064766172813,1.0,2.0,src\server\endpoints\fluview_meta.py
560,400,417,41,39,12,92,16,131,101,190,147,291,985.3784132014059,2095.104652347382,11.603053435114504,24309.61123334367,1350.5339574079817,0.6983682174491274,19.0,89.0,src\server\endpoints\covidcast.py
112,61,75,19,17,0,20,10,41,26,48,51,74,252.87891313821507,419.7594753058907,5.853658536585366,2457.128635936921,136.50714644094006,0.13991982510196357,6.0,14.0,src\server\endpoints\covidcast_meta.py
5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,src\server\utils\__init__.py
41,25,34,0,0,0,7,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,2.0,src\maintenance\update_last_usage.py
176,62,106,27,27,17,26,8,24,16,32,32,48,134.03910001730776,240.0,5.333333333333333,1280.0,71.11111111111111,0.08,8.0,21.0,src\acquisition\ght\google_health_trends.py
69,32,56,8,6,0,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,6.0,src\server\endpoints\covid_hosp_facility_lookup.py
37,22,29,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,src\server\_pandas.py
39,40,33,0,0,0,6,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,1.5,0.009,5.0,13.0,src\server\endpoints\covidcast_utils\meta.py
187,97,123,6,6,28,30,8,20,13,25,28,38,110.43856189774725,182.67948703818894,5.0,913.3974351909446,50.74430195505248,0.06089316234606298,7.0,19.0,src\acquisition\kcdc\kcdc_update.py
369,200,265,21,21,41,42,14,71,49,97,85,146,489.9350143936389,935.7710766761046,9.56338028169014,8949.134662860211,497.1741479366784,0.3119236922253682,15.0,50.0,src\acquisition\wiki\wiki_download.py
91,60,67,3,3,0,21,6,14,8,15,20,23,68.81274391313339,99.40434618240934,3.2142857142857144,319.51396987203003,17.75077610400167,0.033134782060803114,3.0,6.0,src\server\main.py
40,24,29,1,1,0,10,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,3.0,17.0,src\server\_exceptions.py
520,276,384,18,17,34,85,11,70,50,92,81,142,467.103558991158,900.2587004096167,7.228571428571429,6507.584320103801,361.5324622279889,0.30008623346987223,25.0,124.0,src\server\_query.py
276,105,209,16,16,30,21,12,43,23,45,55,68,276.3489344608441,393.1324605196769,6.27906976744186,2468.506147449134,137.13923041384078,0.13104415350655896,9.0,37.0,src\acquisition\twtr\healthtweets.py
287,177,212,2,16,3,56,10,38,24,44,48,68,232.64052645972987,379.7774500490387,5.7894736842105265,2198.711552915487,122.15064182863817,0.12659248334967957,9.0,39.0,src\maintenance\signal_dash_data_generator.py
165,26,148,8,7,0,10,1,12,6,12,13,18,43.01955000865388,66.60791492653966,0.5,33.30395746326983,1.8502198590705463,0.022202638308846556,2.0,2.0,src\server\endpoints\covid_hosp_facility.py
429,111,305,32,32,57,35,13,51,35,70,64,105,337.3994087763805,630.0,8.92156862745098,5620.588235294118,312.2549019607843,0.21,15.0,34.0,src\acquisition\ght\ght_update.py
35,22,25,3,3,0,7,1,6,3,6,7,9,15.509775004326936,25.26619429851844,0.5,12.63309714925922,0.701838730514401,0.008422064766172813,2.0,2.0,src\server\endpoints\delphi.py
151,97,95,8,9,21,26,3,28,14,28,31,42,139.36082531977635,208.0762450362488,1.5,312.1143675543732,17.339687086354065,0.06935874834541626,4.0,27.0,src\common\covidcast_row.py
258,127,134,19,22,71,31,13,50,32,57,63,89,330.2985258245704,531.9779131914926,7.41,3941.95633674896,218.9975742638311,0.17732597106383086,16.0,56.0,src\acquisition\covid_hosp\common\utils.py
