change,msg,msg_id,cases,same_day_duration_avg_diff,ccp_diff,avg_coupling_code_size_cut_diff,one_file_fix_rate_diff,test_usage_rate_diff
added,broad-exception-caught,W0718,222,-15.922103884403018,0.044832505020591794,-0.23569376889695404,-0.072963437990181276,-0.0568492900641904
added,comparison-of-constants,R0133,2,-51.53246753246755,-0.26362509179926563,0.63809523809523849,0.11363636363636365,-0.08333333333333337
added,line-too-long,C0301,484,24.278596937204735,0.092808051152680135,0.22588131068427547,0.04155078985390484,-0.03095495029719033
added,pointless-statement,W0104,44,24.039974804203236,0.044960071682160221,-0.24038932173788924,-0.011787907939273201,0.12452425119052962
added,simplifiable-condition,R1726,6,-47.838718726716138,-0.0036419365683574463,1.4941973970701743,-0.050824964131994277,0.0
added,simplifiable-if-expression,R1719,40,5.0887967587627054,0.12345603024334958,0.64216819970173677,-0.020290735336415493,0.044403528883224318
added,simplifiable-if-statement,R1703,26,46.781946013682457,0.01595519896054402,-0.37565561105963763,0.017820459746689263,0.15975285036156764
added,superfluous-parens,C0325,150,-2.8338512856610141,0.074312700122767417,0.29547562580147041,-0.024466299419747723,0.016670628879812341
added,too-many-boolean-expressions,R0916,46,20.541001577862684,0.0083172994539594865,0.16843016035755395,0.031309242373931012,-0.014637139524934525
added,too-many-branches,R0912,480,2.7024259169837741,0.0963475730336141,-0.19522247513109053,0.0096697011465334565,-0.054050246852198405
added,too-many-lines,C0302,645,17.55430820149417,0.022641689318958314,0.0063505597382395862,-0.0033942466468159446,0.026566955016521367
added,too-many-nested-blocks,R1702,83,36.344649243141156,0.060070839159597114,0.44575571880556897,-0.0388493575157814,0.063138532069868
added,too-many-return-statements,R0911,163,14.645594800506077,0.059843469703485239,-0.1789914760106312,0.030510824228997743,-0.10752861696151934
added,too-many-statements,R0915,400,9.9756223257636663,0.0481571846326349,-0.027459268901181205,0.0093836740996243832,0.0016714078509043897
added,try-except-raise,W0706,10,-48.50490121065922,0.11990921242053351,-0.83909958968214515,0.058081848123864931,-0.093531468531468528
added,unnecessary-pass,W0107,80,-19.213948944753387,0.062411300400694807,0.060510491258189414,0.05566880016584471,0.00831218652831152
added,unnecessary-semicolon,W0301,12,-97.572475581258317,-0.00098428706670900673,-0.13406177156177149,0.0811887254901961,-0.0794513457556936
added,using-constant-test,W0125,22,-39.478864374145338,0.030443563073729165,0.51128838674342658,-0.027692332796923975,0.18076923076923077
added,wildcard-import,W0401,63,2.5107642978227678,-0.073534341640153683,-0.24742644548019713,-0.0098453834787573229,-0.12354129550386561
removed,Simplify-boolean-expression,R1709,1,-10.005970149253741,-0.32885428322765142,-1.889974937343359,-0.13829787234042556,0.056413488811850043
removed,broad-exception-caught,W0718,106,25.867111156694662,0.054488266275377541,-0.19497754331724726,-0.059516341246709153,0.067683453544425884
removed,comparison-of-constants,R0133,2,98.690229257641889,-0.2969403728893058,0.89452690166975946,0.0787878787878788,0.0
removed,line-too-long,C0301,544,4.0877538662945421,0.072307936699981382,0.31070425695148968,-0.041717321212419417,-0.00031064101594381957
removed,pointless-statement,W0104,36,19.894594775093392,0.11726161673205922,-0.3384739749004298,0.1296463822186385,0.022936592936715496
removed,simplifiable-condition,R1726,4,-270.72619047619048,0.014363144462028798,1.7121212121212119,-0.057584890496282848,-1.0
removed,simplifiable-if-expression,R1719,27,-28.845186683560645,0.088484237886900449,0.20004085510306174,-0.15268650346613805,-0.080658332846925931
removed,simplifiable-if-statement,R1703,28,38.220683985855473,0.022504827651826587,0.015577785106351558,0.16605869996442979,0.16966770344473903
removed,superfluous-parens,C0325,207,-14.744811897454696,0.027230871199025626,0.10369252604304689,-0.048987667925842832,-0.048245553416154052
removed,too-many-boolean-expressions,R0916,22,-83.0541618018343,0.10894556406946239,0.098153593083496665,0.059444098406566871,-0.0079842017605796234
removed,too-many-branches,R0912,236,48.4987271118672,0.10323887741795694,0.20215856212783423,0.012204352428139189,0.022769637209844998
removed,too-many-lines,C0302,360,18.8655541562386,-0.09837622825793868,0.17118023884859532,-0.07985556229541646,0.030352090576110755
removed,too-many-nested-blocks,R1702,54,-18.960012554967459,0.0715379829738675,-0.16517132300407544,-0.024667803229821459,0.059264853789933583
removed,too-many-return-statements,R0911,63,9.1675185651540758,0.017350723566617342,-0.33954943908495905,0.10424162658420853,0.037818507046121129
removed,too-many-statements,R0915,182,44.967428143989629,0.047545267195131878,0.36918032446976956,-0.0018768076982327716,0.057649230472864008
removed,try-except-raise,W0706,22,-41.51959836176092,0.12777606294450064,-0.33718839774375203,0.062929403847237747,-0.16786231470415819
removed,unnecessary-pass,W0107,77,10.695156875585877,0.10367622923729129,-0.23784245280749369,-0.015728176704596683,-0.11922807440603456
removed,unnecessary-semicolon,W0301,29,-42.191925109677072,0.27168635019949866,0.13226264999225582,-0.13164031697648773,0.010541999955188093
removed,using-constant-test,W0125,26,68.742603302510133,-0.0044283154763741011,0.432072743982609,0.0028832564237098596,0.11599077816967124
removed,wildcard-import,W0401,101,88.304723743940229,-0.084507780541409991,-0.067368795602357451,-0.030835261206721042,-0.083333333333333329